"IDPROGRAMA","NAZIV","IDPREDMETA","NAZIV","OZNAKAROKA","SKGODINA","PROSECNAOCENA","BROJPOLAGANJA"
"103","Informatika","1578","Programiranje 1","jan1","2015","7.5760000000000000000000000","2"
"103","Informatika","1578","Programiranje 1","jan1","2016","7.1634615384615384615384615","2"
"103","Informatika","1578","Programiranje 1","jan1","2017","6.8358208955223880597014925","2"
"103","Informatika","1578","Programiranje 1","jan1","2018","7.5864661654135338345864661","2"
"103","Informatika","1578","Programiranje 1","jan1","2019","7.6916666666666666666666666","2"
"103","Informatika","1578","Programiranje 1","jan2","2015","5.6086956521739130434782608","2"
"103","Informatika","1578","Programiranje 1","jan2","2016","6.3589743589743589743589743","2"
"103","Informatika","1578","Programiranje 1","jan2","2017","5.6666666666666666666666666","2"
"103","Informatika","1578","Programiranje 1","jan2","2018","6.0833333333333333333333333","2"
"103","Informatika","1578","Programiranje 1","jan2","2019","6.9250000000000000000000000","2"
"103","Informatika","1578","Programiranje 1","jun1","2015","5.6428571428571428571428571","2"
"103","Informatika","1578","Programiranje 1","jun1","2016","5.9565217391304347826086956","2"
"103","Informatika","1578","Programiranje 1","jun1","2017","6.3529411764705882352941176","2"
"103","Informatika","1578","Programiranje 1","jun1","2018","6.1052631578947368421052631","2"
"103","Informatika","1578","Programiranje 1","jun1","2019","6.7058823529411764705882352","2"
"103","Informatika","1578","Programiranje 1","sep1","2015","5.2500000000000000000000000","2"
"103","Informatika","1578","Programiranje 1","sep1","2016","5.8000000000000000000000000","2"
"103","Informatika","1578","Programiranje 1","sep1","2017","5.4782608695652173913043478","2"
"103","Informatika","1578","Programiranje 1","sep1","2018","5.8571428571428571428571428","2"
"103","Informatika","1578","Programiranje 1","sep1","2019","5.7500000000000000000000000","2"
"103","Informatika","1578","Programiranje 1","sep2","2019","6.0000000000000000000000000","2"
"103","Informatika","1578","Programiranje 1","sep3","2019","5.6666666666666666666666666","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","jan1","2015","7.5760000000000000000000000","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","jan1","2016","7.1634615384615384615384615","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","jan1","2017","6.8358208955223880597014925","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","jan1","2018","7.5864661654135338345864661","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","jan1","2019","7.6916666666666666666666666","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","jan2","2015","5.6086956521739130434782608","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","jan2","2016","6.3589743589743589743589743","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","jan2","2017","5.6666666666666666666666666","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","jan2","2018","6.0833333333333333333333333","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","jan2","2019","6.9250000000000000000000000","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","jun1","2015","5.6428571428571428571428571","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","jun1","2016","5.9565217391304347826086956","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","jun1","2017","6.3529411764705882352941176","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","jun1","2018","6.1052631578947368421052631","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","jun1","2019","6.7058823529411764705882352","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","sep1","2015","5.2500000000000000000000000","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","sep1","2016","5.8000000000000000000000000","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","sep1","2017","5.4782608695652173913043478","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","sep1","2018","5.8571428571428571428571428","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","sep1","2019","5.7500000000000000000000000","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","sep2","2019","6.0000000000000000000000000","2"
"104","Astronomija i astrofizika","1578","Programiranje 1","sep3","2019","5.6666666666666666666666666","2"
"103","Informatika","1580","Diskretne strukture 1","jan1","2015","6.0000000000000000000000000","2"
"103","Informatika","1580","Diskretne strukture 1","jan1","2016","5.7555555555555555555555555","2"
"103","Informatika","1580","Diskretne strukture 1","jan1","2017","7.0000000000000000000000000","2"
"103","Informatika","1580","Diskretne strukture 1","jan1","2018","6.6119402985074626865671641","2"
"103","Informatika","1580","Diskretne strukture 1","jan1","2019","5.9090909090909090909090909","2"
"103","Informatika","1580","Diskretne strukture 1","jan2","2015","6.8039215686274509803921568","2"
"103","Informatika","1580","Diskretne strukture 1","jan2","2016","6.6283185840707964601769911","2"
"103","Informatika","1580","Diskretne strukture 1","jan2","2017","6.1052631578947368421052631","2"
"103","Informatika","1580","Diskretne strukture 1","jan2","2018","6.0423728813559322033898305","2"
"103","Informatika","1580","Diskretne strukture 1","jan2","2019","6.1287878787878787878787878","2"
"103","Informatika","1580","Diskretne strukture 1","jun1","2015","6.2413793103448275862068965","2"
"103","Informatika","1580","Diskretne strukture 1","jun1","2016","5.7333333333333333333333333","2"
"103","Informatika","1580","Diskretne strukture 1","jun1","2017","5.7857142857142857142857142","2"
"103","Informatika","1580","Diskretne strukture 1","jun1","2018","5.9069767441860465116279069","2"
"103","Informatika","1580","Diskretne strukture 1","jun1","2019","6.5636363636363636363636363","2"
"103","Informatika","1580","Diskretne strukture 1","sep1","2015","5.2727272727272727272727272","2"
"103","Informatika","1580","Diskretne strukture 1","sep1","2016","5.6842105263157894736842105","2"
"103","Informatika","1580","Diskretne strukture 1","sep1","2017","5.8421052631578947368421052","2"
"103","Informatika","1580","Diskretne strukture 1","sep1","2018","5.8260869565217391304347826","2"
"103","Informatika","1580","Diskretne strukture 1","sep1","2019","6.1764705882352941176470588","2"
"103","Informatika","1580","Diskretne strukture 1","sep2","2019","5.2500000000000000000000000","2"
"103","Informatika","1580","Diskretne strukture 1","sep3","2019","6.2666666666666666666666666","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","jan1","2015","6.0000000000000000000000000","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","jan1","2016","5.7555555555555555555555555","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","jan1","2017","7.0000000000000000000000000","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","jan1","2018","6.6119402985074626865671641","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","jan1","2019","5.9090909090909090909090909","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","jan2","2015","6.8039215686274509803921568","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","jan2","2016","6.6283185840707964601769911","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","jan2","2017","6.1052631578947368421052631","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","jan2","2018","6.0423728813559322033898305","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","jan2","2019","6.1287878787878787878787878","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","jun1","2015","6.2413793103448275862068965","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","jun1","2016","5.7333333333333333333333333","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","jun1","2017","5.7857142857142857142857142","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","jun1","2018","5.9069767441860465116279069","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","jun1","2019","6.5636363636363636363636363","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","sep1","2015","5.2727272727272727272727272","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","sep1","2016","5.6842105263157894736842105","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","sep1","2017","5.8421052631578947368421052","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","sep1","2018","5.8260869565217391304347826","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","sep1","2019","6.1764705882352941176470588","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","sep2","2019","5.2500000000000000000000000","2"
"104","Astronomija i astrofizika","1580","Diskretne strukture 1","sep3","2019","6.2666666666666666666666666","2"
"103","Informatika","1588","Programiranje 2","janps","2019","6.0000000000000000000000000","3"
"103","Informatika","1588","Programiranje 2","jun1","2015","6.7000000000000000000000000","3"
"103","Informatika","1588","Programiranje 2","jun1","2016","6.9090909090909090909090909","3"
"103","Informatika","1588","Programiranje 2","jun1","2017","6.9428571428571428571428571","3"
"103","Informatika","1588","Programiranje 2","jun1","2018","6.7959183673469387755102040","3"
"103","Informatika","1588","Programiranje 2","jun1","2019","7.6415094339622641509433962","3"
"103","Informatika","1588","Programiranje 2","jun2","2015","6.3333333333333333333333333","3"
"103","Informatika","1588","Programiranje 2","jun2","2016","5.6607142857142857142857142","3"
"103","Informatika","1588","Programiranje 2","jun2","2017","5.4615384615384615384615384","3"
"103","Informatika","1588","Programiranje 2","jun2","2018","5.4915254237288135593220338","3"
"103","Informatika","1588","Programiranje 2","jun2","2019","7.3454545454545454545454545","3"
"103","Informatika","1588","Programiranje 2","sep1","2015","6.0800000000000000000000000","3"
"103","Informatika","1588","Programiranje 2","sep1","2016","5.8250000000000000000000000","3"
"103","Informatika","1588","Programiranje 2","sep1","2017","5.3846153846153846153846153","3"
"103","Informatika","1588","Programiranje 2","sep1","2018","5.2978723404255319148936170","3"
"103","Informatika","1588","Programiranje 2","sep1","2019","6.1515151515151515151515151","3"
"103","Informatika","1588","Programiranje 2","sep2","2015","5.3529411764705882352941176","3"
"103","Informatika","1588","Programiranje 2","sep2","2016","5.7500000000000000000000000","3"
"103","Informatika","1588","Programiranje 2","sep2","2017","5.6190476190476190476190476","3"
"103","Informatika","1588","Programiranje 2","sep2","2018","5.5094339622641509433962264","3"
"103","Informatika","1588","Programiranje 2","sep2","2019","5.6315789473684210526315789","3"
"103","Informatika","1588","Programiranje 2","sep3","2019","6.4117647058823529411764705","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","janps","2019","6.0000000000000000000000000","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","jun1","2015","6.7000000000000000000000000","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","jun1","2016","6.9090909090909090909090909","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","jun1","2017","6.9428571428571428571428571","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","jun1","2018","6.7959183673469387755102040","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","jun1","2019","7.6415094339622641509433962","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","jun2","2015","6.3333333333333333333333333","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","jun2","2016","5.6607142857142857142857142","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","jun2","2017","5.4615384615384615384615384","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","jun2","2018","5.4915254237288135593220338","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","jun2","2019","7.3454545454545454545454545","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","sep1","2015","6.0800000000000000000000000","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","sep1","2016","5.8250000000000000000000000","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","sep1","2017","5.3846153846153846153846153","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","sep1","2018","5.2978723404255319148936170","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","sep1","2019","6.1515151515151515151515151","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","sep2","2015","5.3529411764705882352941176","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","sep2","2016","5.7500000000000000000000000","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","sep2","2017","5.6190476190476190476190476","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","sep2","2018","5.5094339622641509433962264","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","sep2","2019","5.6315789473684210526315789","3"
"104","Astronomija i astrofizika","1588","Programiranje 2","sep3","2019","6.4117647058823529411764705","3"
"103","Informatika","1590","Diskretne strukture 2","janps","2019","6.0000000000000000000000000","2"
"103","Informatika","1590","Diskretne strukture 2","jun1","2015","6.4466019417475728155339805","2"
"103","Informatika","1590","Diskretne strukture 2","jun1","2016","6.4226804123711340206185567","2"
"103","Informatika","1590","Diskretne strukture 2","jun1","2017","6.7946428571428571428571428","2"
"103","Informatika","1590","Diskretne strukture 2","jun1","2018","6.6693548387096774193548387","2"
"103","Informatika","1590","Diskretne strukture 2","jun1","2019","7.5454545454545454545454545","2"
"103","Informatika","1590","Diskretne strukture 2","jun2","2015","5.6086956521739130434782608","2"
"103","Informatika","1590","Diskretne strukture 2","jun2","2016","6.3698630136986301369863013","2"
"103","Informatika","1590","Diskretne strukture 2","jun2","2017","5.9672131147540983606557377","2"
"103","Informatika","1590","Diskretne strukture 2","jun2","2018","6.6060606060606060606060606","2"
"103","Informatika","1590","Diskretne strukture 2","jun2","2019","6.4636363636363636363636363","2"
"103","Informatika","1590","Diskretne strukture 2","sep1","2015","5.4800000000000000000000000","2"
"103","Informatika","1590","Diskretne strukture 2","sep1","2016","5.7272727272727272727272727","2"
"103","Informatika","1590","Diskretne strukture 2","sep1","2017","5.6800000000000000000000000","2"
"103","Informatika","1590","Diskretne strukture 2","sep1","2018","6.3333333333333333333333333","2"
"103","Informatika","1590","Diskretne strukture 2","sep1","2019","6.8235294117647058823529411","2"
"103","Informatika","1590","Diskretne strukture 2","sep2","2015","5.5000000000000000000000000","2"
"103","Informatika","1590","Diskretne strukture 2","sep2","2016","5.7272727272727272727272727","2"
"103","Informatika","1590","Diskretne strukture 2","sep2","2017","5.6250000000000000000000000","2"
"103","Informatika","1590","Diskretne strukture 2","sep2","2018","6.0000000000000000000000000","2"
"103","Informatika","1590","Diskretne strukture 2","sep2","2019","6.4642857142857142857142857","2"
"103","Informatika","1590","Diskretne strukture 2","sep3","2019","6.6000000000000000000000000","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","janps","2019","6.0000000000000000000000000","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","jun1","2015","6.4466019417475728155339805","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","jun1","2016","6.4226804123711340206185567","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","jun1","2017","6.7946428571428571428571428","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","jun1","2018","6.6693548387096774193548387","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","jun1","2019","7.5454545454545454545454545","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","jun2","2015","5.6086956521739130434782608","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","jun2","2016","6.3698630136986301369863013","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","jun2","2017","5.9672131147540983606557377","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","jun2","2018","6.6060606060606060606060606","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","jun2","2019","6.4636363636363636363636363","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","sep1","2015","5.4800000000000000000000000","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","sep1","2016","5.7272727272727272727272727","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","sep1","2017","5.6800000000000000000000000","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","sep1","2018","6.3333333333333333333333333","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","sep1","2019","6.8235294117647058823529411","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","sep2","2015","5.5000000000000000000000000","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","sep2","2016","5.7272727272727272727272727","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","sep2","2017","5.6250000000000000000000000","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","sep2","2018","6.0000000000000000000000000","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","sep2","2019","6.4642857142857142857142857","2"
"104","Astronomija i astrofizika","1590","Diskretne strukture 2","sep3","2019","6.6000000000000000000000000","2"
"101","Matematika","1594","Uvod u matematicku logiku","jan1","2015","6.2567567567567567567567567","2"
"101","Matematika","1594","Uvod u matematicku logiku","jan1","2016","5.4615384615384615384615384","2"
"101","Matematika","1594","Uvod u matematicku logiku","jan1","2017","6.5742574257425742574257425","2"
"101","Matematika","1594","Uvod u matematicku logiku","jan1","2018","6.4152542372881355932203389","2"
"101","Matematika","1594","Uvod u matematicku logiku","jan1","2019","5.7241379310344827586206896","2"
"101","Matematika","1594","Uvod u matematicku logiku","jan2","2015","6.3897058823529411764705882","2"
"101","Matematika","1594","Uvod u matematicku logiku","jan2","2016","6.4767441860465116279069767","2"
"101","Matematika","1594","Uvod u matematicku logiku","jan2","2017","6.4705882352941176470588235","2"
"101","Matematika","1594","Uvod u matematicku logiku","jan2","2018","5.8333333333333333333333333","2"
"101","Matematika","1594","Uvod u matematicku logiku","jan2","2019","6.2357142857142857142857142","2"
"101","Matematika","1594","Uvod u matematicku logiku","jun1","2015","5.8648648648648648648648648","2"
"101","Matematika","1594","Uvod u matematicku logiku","jun1","2016","5.5633802816901408450704225","2"
"101","Matematika","1594","Uvod u matematicku logiku","jun1","2017","6.0000000000000000000000000","2"
"101","Matematika","1594","Uvod u matematicku logiku","jun1","2018","5.6290322580645161290322580","2"
"101","Matematika","1594","Uvod u matematicku logiku","jun1","2019","5.6724137931034482758620689","2"
"101","Matematika","1594","Uvod u matematicku logiku","sep1","2015","6.2580645161290322580645161","2"
"101","Matematika","1594","Uvod u matematicku logiku","sep1","2016","5.6000000000000000000000000","2"
"101","Matematika","1594","Uvod u matematicku logiku","sep1","2017","6.2439024390243902439024390","2"
"101","Matematika","1594","Uvod u matematicku logiku","sep1","2018","5.7777777777777777777777777","2"
"101","Matematika","1594","Uvod u matematicku logiku","sep1","2019","5.6388888888888888888888888","2"
"101","Matematika","1594","Uvod u matematicku logiku","sep2","2019","5.2692307692307692307692307","2"
"101","Matematika","1594","Uvod u matematicku logiku","sep3","2019","5.4705882352941176470588235","2"
"101","Matematika","1595","Programiranje 1","jan1","2015","7.1413043478260869565217391","2"
"101","Matematika","1595","Programiranje 1","jan1","2016","7.1811594202898550724637681","2"
"101","Matematika","1595","Programiranje 1","jan1","2017","7.1304347826086956521739130","2"
"101","Matematika","1595","Programiranje 1","jan1","2018","6.1503267973856209150326797","2"
"101","Matematika","1595","Programiranje 1","jan1","2019","6.4539877300613496932515337","2"
"101","Matematika","1595","Programiranje 1","jan2","2015","5.8085106382978723404255319","2"
"101","Matematika","1595","Programiranje 1","jan2","2016","6.2980769230769230769230769","2"
"101","Matematika","1595","Programiranje 1","jan2","2017","6.1818181818181818181818181","2"
"101","Matematika","1595","Programiranje 1","jan2","2018","6.1297709923664122137404580","2"
"101","Matematika","1595","Programiranje 1","jan2","2019","6.1111111111111111111111111","2"
"101","Matematika","1595","Programiranje 1","jun1","2015","5.9361702127659574468085106","2"
"101","Matematika","1595","Programiranje 1","jun1","2016","6.0576923076923076923076923","2"
"101","Matematika","1595","Programiranje 1","jun1","2017","5.5510204081632653061224489","2"
"101","Matematika","1595","Programiranje 1","jun1","2018","5.6400000000000000000000000","2"
"101","Matematika","1595","Programiranje 1","jun1","2019","5.9393939393939393939393939","2"
"101","Matematika","1595","Programiranje 1","sep1","2015","5.5185185185185185185185185","2"
"101","Matematika","1595","Programiranje 1","sep1","2016","5.5185185185185185185185185","2"
"101","Matematika","1595","Programiranje 1","sep1","2017","5.7741935483870967741935483","2"
"101","Matematika","1595","Programiranje 1","sep1","2018","5.4727272727272727272727272","2"
"101","Matematika","1595","Programiranje 1","sep1","2019","5.1000000000000000000000000","2"
"101","Matematika","1595","Programiranje 1","sep2","2019","5.3000000000000000000000000","2"
"101","Matematika","1595","Programiranje 1","sep3","2019","5.2000000000000000000000000","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","jan1","2015","7.1413043478260869565217391","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","jan1","2016","7.1811594202898550724637681","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","jan1","2017","7.1304347826086956521739130","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","jan1","2018","6.1503267973856209150326797","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","jan1","2019","6.4539877300613496932515337","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","jan2","2015","5.8085106382978723404255319","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","jan2","2016","6.2980769230769230769230769","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","jan2","2017","6.1818181818181818181818181","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","jan2","2018","6.1297709923664122137404580","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","jan2","2019","6.1111111111111111111111111","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","jun1","2015","5.9361702127659574468085106","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","jun1","2016","6.0576923076923076923076923","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","jun1","2017","5.5510204081632653061224489","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","jun1","2018","5.6400000000000000000000000","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","jun1","2019","5.9393939393939393939393939","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","sep1","2015","5.5185185185185185185185185","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","sep1","2016","5.5185185185185185185185185","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","sep1","2017","5.7741935483870967741935483","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","sep1","2018","5.4727272727272727272727272","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","sep1","2019","5.1000000000000000000000000","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","sep2","2019","5.3000000000000000000000000","2"
"104","Astronomija i astrofizika","1595","Programiranje 1","sep3","2019","5.2000000000000000000000000","2"
"101","Matematika","1600","Programiranje 2","janps","2018","NULL","3"
"101","Matematika","1600","Programiranje 2","janps","2019","6.1875000000000000000000000","3"
"101","Matematika","1600","Programiranje 2","jun1","2015","7.7142857142857142857142857","3"
"101","Matematika","1600","Programiranje 2","jun1","2016","7.2289156626506024096385542","3"
"101","Matematika","1600","Programiranje 2","jun1","2017","7.3023255813953488372093023","3"
"101","Matematika","1600","Programiranje 2","jun1","2018","6.3090909090909090909090909","3"
"101","Matematika","1600","Programiranje 2","jun1","2019","7.0161290322580645161290322","3"
"101","Matematika","1600","Programiranje 2","jun2","2015","6.6785714285714285714285714","3"
"101","Matematika","1600","Programiranje 2","jun2","2016","6.8448275862068965517241379","3"
"101","Matematika","1600","Programiranje 2","jun2","2017","6.6727272727272727272727272","3"
"101","Matematika","1600","Programiranje 2","jun2","2018","6.2441860465116279069767441","3"
"101","Matematika","1600","Programiranje 2","jun2","2019","6.5400000000000000000000000","3"
"101","Matematika","1600","Programiranje 2","sep1","2015","6.3870967741935483870967741","3"
"101","Matematika","1600","Programiranje 2","sep1","2016","6.2564102564102564102564102","3"
"101","Matematika","1600","Programiranje 2","sep1","2017","5.7600000000000000000000000","3"
"101","Matematika","1600","Programiranje 2","sep1","2018","6.2857142857142857142857142","3"
"101","Matematika","1600","Programiranje 2","sep1","2019","6.8965517241379310344827586","3"
"101","Matematika","1600","Programiranje 2","sep2","2015","5.7727272727272727272727272","3"
"101","Matematika","1600","Programiranje 2","sep2","2016","6.6000000000000000000000000","3"
"101","Matematika","1600","Programiranje 2","sep2","2017","5.5952380952380952380952380","3"
"101","Matematika","1600","Programiranje 2","sep2","2018","5.8431372549019607843137254","3"
"101","Matematika","1600","Programiranje 2","sep2","2019","6.4000000000000000000000000","3"
"101","Matematika","1600","Programiranje 2","sep3","2019","6.6486486486486486486486486","3"
"302","Informatika","1650","Izrada doktorske disertacije 1","jan2","2018","8.0000000000000000000000000","1"
"302","Informatika","1650","Izrada doktorske disertacije 1","janps","2018","8.0000000000000000000000000","1"
"302","Informatika","1650","Izrada doktorske disertacije 1","jun2","2018","7.0000000000000000000000000","1"
"302","Informatika","1650","Izrada doktorske disertacije 1","sep2","2016","7.5000000000000000000000000","1"
"302","Informatika","1650","Izrada doktorske disertacije 1","sep2","2017","8.0000000000000000000000000","1"
"302","Informatika","1650","Izrada doktorske disertacije 1","sep2","2018","8.0000000000000000000000000","1"
"302","Informatika","1650","Izrada doktorske disertacije 1","sep4","2019","8.0000000000000000000000000","1"
"301","Matematika","1673","Izrada doktorske disertacije 1","jan2","2015","8.0000000000000000000000000","1"
"301","Matematika","1673","Izrada doktorske disertacije 1","jun2","2016","8.8000000000000000000000000","1"
"301","Matematika","1673","Izrada doktorske disertacije 1","jun2","2017","9.0000000000000000000000000","1"
"301","Matematika","1673","Izrada doktorske disertacije 1","jun2","2018","10.0000000000000000000000000","1"
"301","Matematika","1673","Izrada doktorske disertacije 1","jun2","2019","10.0000000000000000000000000","1"
"301","Matematika","1673","Izrada doktorske disertacije 1","kom","2015","9.5000000000000000000000000","1"
"301","Matematika","1673","Izrada doktorske disertacije 1","sep1","2016","8.0000000000000000000000000","1"
"301","Matematika","1673","Izrada doktorske disertacije 1","sep2","2015","10.0000000000000000000000000","1"
"301","Matematika","1673","Izrada doktorske disertacije 1","sep2","2016","9.0000000000000000000000000","1"
"301","Matematika","1673","Izrada doktorske disertacije 1","sep2","2017","8.2000000000000000000000000","1"
"301","Matematika","1673","Izrada doktorske disertacije 1","sep2","2018","8.5000000000000000000000000","1"
"301","Matematika","1673","Izrada doktorske disertacije 1","sep4","2019","8.0000000000000000000000000","1"
"301","Matematika","1674","Izrada doktorske disertacije 2","jun2","2015","10.0000000000000000000000000","1"
"301","Matematika","1674","Izrada doktorske disertacije 2","jun2","2017","7.0000000000000000000000000","1"
"301","Matematika","1674","Izrada doktorske disertacije 2","kom","2015","9.0000000000000000000000000","1"
"301","Matematika","1674","Izrada doktorske disertacije 2","sep1","2016","10.0000000000000000000000000","1"
"301","Matematika","1674","Izrada doktorske disertacije 2","sep2","2016","8.8333333333333333333333333","1"
"301","Matematika","1674","Izrada doktorske disertacije 2","sep2","2017","8.2857142857142857142857142","1"
"301","Matematika","1674","Izrada doktorske disertacije 2","sep2","2018","7.8333333333333333333333333","1"
"301","Matematika","1674","Izrada doktorske disertacije 2","sep4","2019","9.0000000000000000000000000","1"
"301","Matematika","1675","Izrada doktorske disertacije 3","jan1","2019","7.0000000000000000000000000","1"
"301","Matematika","1675","Izrada doktorske disertacije 3","jan2","2019","10.0000000000000000000000000","1"
"301","Matematika","1675","Izrada doktorske disertacije 3","jun1","2016","9.0000000000000000000000000","1"
"301","Matematika","1675","Izrada doktorske disertacije 3","jun2","2016","8.0000000000000000000000000","1"
"301","Matematika","1675","Izrada doktorske disertacije 3","jun2","2019","7.5000000000000000000000000","1"
"301","Matematika","1675","Izrada doktorske disertacije 3","sep2","2016","8.0000000000000000000000000","1"
"301","Matematika","1675","Izrada doktorske disertacije 3","sep2","2017","7.6666666666666666666666666","1"
"301","Matematika","1675","Izrada doktorske disertacije 3","sep2","2018","8.5000000000000000000000000","1"
"301","Matematika","1675","Izrada doktorske disertacije 3","sep4","2019","8.0000000000000000000000000","1"
"301","Matematika","1676","Izrada doktorske disertacije 4","jan1","2019","10.0000000000000000000000000","1"
"301","Matematika","1676","Izrada doktorske disertacije 4","jan2","2019","10.0000000000000000000000000","1"
"301","Matematika","1676","Izrada doktorske disertacije 4","jun1","2016","9.0000000000000000000000000","1"
"301","Matematika","1676","Izrada doktorske disertacije 4","jun2","2019","9.0000000000000000000000000","1"
