IDPROGRAMA,NAZIV,IDPREDMETA,NAZIVPREDMETA,OZNAKAROKA,SKGODINA,PROSECNAOCENA,BROJPOLAGANJA
103,"Informatika",1578,"Programiranje 1","jan1",2015,7.576,2
103,"Informatika",1578,"Programiranje 1","jan1",2016,7.163,2
103,"Informatika",1578,"Programiranje 1","jan1",2017,6.836,2
103,"Informatika",1578,"Programiranje 1","jan1",2018,7.586,2
103,"Informatika",1578,"Programiranje 1","jan1",2019,7.692,2
103,"Informatika",1578,"Programiranje 1","jan2",2015,5.609,2
103,"Informatika",1578,"Programiranje 1","jan2",2016,6.359,2
103,"Informatika",1578,"Programiranje 1","jan2",2017,5.667,2
103,"Informatika",1578,"Programiranje 1","jan2",2018,6.083,2
103,"Informatika",1578,"Programiranje 1","jan2",2019,6.925,2
103,"Informatika",1578,"Programiranje 1","jun1",2015,5.643,2
103,"Informatika",1578,"Programiranje 1","jun1",2016,5.957,2
103,"Informatika",1578,"Programiranje 1","jun1",2017,6.353,2
103,"Informatika",1578,"Programiranje 1","jun1",2018,6.105,2
103,"Informatika",1578,"Programiranje 1","jun1",2019,6.706,2
103,"Informatika",1578,"Programiranje 1","sep1",2015,5.250,2
103,"Informatika",1578,"Programiranje 1","sep1",2016,5.800,2
103,"Informatika",1578,"Programiranje 1","sep1",2017,5.478,2
103,"Informatika",1578,"Programiranje 1","sep1",2018,5.857,2
103,"Informatika",1578,"Programiranje 1","sep1",2019,5.750,2
103,"Informatika",1578,"Programiranje 1","sep2",2019,6.000,2
103,"Informatika",1578,"Programiranje 1","sep3",2019,5.667,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","jan1",2015,7.576,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","jan1",2016,7.163,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","jan1",2017,6.836,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","jan1",2018,7.586,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","jan1",2019,7.692,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","jan2",2015,5.609,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","jan2",2016,6.359,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","jan2",2017,5.667,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","jan2",2018,6.083,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","jan2",2019,6.925,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","jun1",2015,5.643,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","jun1",2016,5.957,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","jun1",2017,6.353,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","jun1",2018,6.105,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","jun1",2019,6.706,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","sep1",2015,5.250,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","sep1",2016,5.800,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","sep1",2017,5.478,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","sep1",2018,5.857,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","sep1",2019,5.750,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","sep2",2019,6.000,2
104,"Astronomija i astrofizika",1578,"Programiranje 1","sep3",2019,5.667,2
103,"Informatika",1580,"Diskretne strukture 1","jan1",2015,6.000,2
103,"Informatika",1580,"Diskretne strukture 1","jan1",2016,5.756,2
103,"Informatika",1580,"Diskretne strukture 1","jan1",2017,7.000,2
103,"Informatika",1580,"Diskretne strukture 1","jan1",2018,6.612,2
103,"Informatika",1580,"Diskretne strukture 1","jan1",2019,5.909,2
103,"Informatika",1580,"Diskretne strukture 1","jan2",2015,6.804,2
103,"Informatika",1580,"Diskretne strukture 1","jan2",2016,6.628,2
103,"Informatika",1580,"Diskretne strukture 1","jan2",2017,6.105,2
103,"Informatika",1580,"Diskretne strukture 1","jan2",2018,6.042,2
103,"Informatika",1580,"Diskretne strukture 1","jan2",2019,6.129,2
103,"Informatika",1580,"Diskretne strukture 1","jun1",2015,6.241,2
103,"Informatika",1580,"Diskretne strukture 1","jun1",2016,5.733,2
103,"Informatika",1580,"Diskretne strukture 1","jun1",2017,5.786,2
103,"Informatika",1580,"Diskretne strukture 1","jun1",2018,5.907,2
103,"Informatika",1580,"Diskretne strukture 1","jun1",2019,6.564,2
103,"Informatika",1580,"Diskretne strukture 1","sep1",2015,5.273,2
103,"Informatika",1580,"Diskretne strukture 1","sep1",2016,5.684,2
103,"Informatika",1580,"Diskretne strukture 1","sep1",2017,5.842,2
103,"Informatika",1580,"Diskretne strukture 1","sep1",2018,5.826,2
103,"Informatika",1580,"Diskretne strukture 1","sep1",2019,6.176,2
103,"Informatika",1580,"Diskretne strukture 1","sep2",2019,5.250,2
103,"Informatika",1580,"Diskretne strukture 1","sep3",2019,6.267,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","jan1",2015,6.000,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","jan1",2016,5.756,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","jan1",2017,7.000,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","jan1",2018,6.612,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","jan1",2019,5.909,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","jan2",2015,6.804,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","jan2",2016,6.628,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","jan2",2017,6.105,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","jan2",2018,6.042,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","jan2",2019,6.129,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","jun1",2015,6.241,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","jun1",2016,5.733,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","jun1",2017,5.786,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","jun1",2018,5.907,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","jun1",2019,6.564,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","sep1",2015,5.273,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","sep1",2016,5.684,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","sep1",2017,5.842,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","sep1",2018,5.826,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","sep1",2019,6.176,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","sep2",2019,5.250,2
104,"Astronomija i astrofizika",1580,"Diskretne strukture 1","sep3",2019,6.267,2
103,"Informatika",1588,"Programiranje 2","janps",2019,6.000,3
103,"Informatika",1588,"Programiranje 2","jun1",2015,6.700,3
103,"Informatika",1588,"Programiranje 2","jun1",2016,6.909,3
103,"Informatika",1588,"Programiranje 2","jun1",2017,6.943,3
103,"Informatika",1588,"Programiranje 2","jun1",2018,6.796,3
103,"Informatika",1588,"Programiranje 2","jun1",2019,7.642,3
103,"Informatika",1588,"Programiranje 2","jun2",2015,6.333,3
103,"Informatika",1588,"Programiranje 2","jun2",2016,5.661,3
103,"Informatika",1588,"Programiranje 2","jun2",2017,5.462,3
103,"Informatika",1588,"Programiranje 2","jun2",2018,5.492,3
103,"Informatika",1588,"Programiranje 2","jun2",2019,7.345,3
103,"Informatika",1588,"Programiranje 2","sep1",2015,6.080,3
103,"Informatika",1588,"Programiranje 2","sep1",2016,5.825,3
103,"Informatika",1588,"Programiranje 2","sep1",2017,5.385,3
103,"Informatika",1588,"Programiranje 2","sep1",2018,5.298,3
103,"Informatika",1588,"Programiranje 2","sep1",2019,6.152,3
103,"Informatika",1588,"Programiranje 2","sep2",2015,5.353,3
103,"Informatika",1588,"Programiranje 2","sep2",2016,5.750,3
103,"Informatika",1588,"Programiranje 2","sep2",2017,5.619,3
103,"Informatika",1588,"Programiranje 2","sep2",2018,5.509,3
103,"Informatika",1588,"Programiranje 2","sep2",2019,5.632,3
103,"Informatika",1588,"Programiranje 2","sep3",2019,6.412,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","janps",2019,6.000,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","jun1",2015,6.700,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","jun1",2016,6.909,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","jun1",2017,6.943,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","jun1",2018,6.796,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","jun1",2019,7.642,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","jun2",2015,6.333,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","jun2",2016,5.661,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","jun2",2017,5.462,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","jun2",2018,5.492,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","jun2",2019,7.345,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","sep1",2015,6.080,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","sep1",2016,5.825,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","sep1",2017,5.385,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","sep1",2018,5.298,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","sep1",2019,6.152,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","sep2",2015,5.353,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","sep2",2016,5.750,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","sep2",2017,5.619,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","sep2",2018,5.509,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","sep2",2019,5.632,3
104,"Astronomija i astrofizika",1588,"Programiranje 2","sep3",2019,6.412,3
103,"Informatika",1590,"Diskretne strukture 2","janps",2019,6.000,2
103,"Informatika",1590,"Diskretne strukture 2","jun1",2015,6.447,2
103,"Informatika",1590,"Diskretne strukture 2","jun1",2016,6.423,2
103,"Informatika",1590,"Diskretne strukture 2","jun1",2017,6.795,2
103,"Informatika",1590,"Diskretne strukture 2","jun1",2018,6.669,2
103,"Informatika",1590,"Diskretne strukture 2","jun1",2019,7.545,2
103,"Informatika",1590,"Diskretne strukture 2","jun2",2015,5.609,2
103,"Informatika",1590,"Diskretne strukture 2","jun2",2016,6.370,2
103,"Informatika",1590,"Diskretne strukture 2","jun2",2017,5.967,2
103,"Informatika",1590,"Diskretne strukture 2","jun2",2018,6.606,2
103,"Informatika",1590,"Diskretne strukture 2","jun2",2019,6.464,2
103,"Informatika",1590,"Diskretne strukture 2","sep1",2015,5.480,2
103,"Informatika",1590,"Diskretne strukture 2","sep1",2016,5.727,2
103,"Informatika",1590,"Diskretne strukture 2","sep1",2017,5.680,2
103,"Informatika",1590,"Diskretne strukture 2","sep1",2018,6.333,2
103,"Informatika",1590,"Diskretne strukture 2","sep1",2019,6.824,2
103,"Informatika",1590,"Diskretne strukture 2","sep2",2015,5.500,2
103,"Informatika",1590,"Diskretne strukture 2","sep2",2016,5.727,2
103,"Informatika",1590,"Diskretne strukture 2","sep2",2017,5.625,2
103,"Informatika",1590,"Diskretne strukture 2","sep2",2018,6.000,2
103,"Informatika",1590,"Diskretne strukture 2","sep2",2019,6.464,2
103,"Informatika",1590,"Diskretne strukture 2","sep3",2019,6.600,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","janps",2019,6.000,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","jun1",2015,6.447,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","jun1",2016,6.423,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","jun1",2017,6.795,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","jun1",2018,6.669,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","jun1",2019,7.545,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","jun2",2015,5.609,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","jun2",2016,6.370,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","jun2",2017,5.967,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","jun2",2018,6.606,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","jun2",2019,6.464,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","sep1",2015,5.480,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","sep1",2016,5.727,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","sep1",2017,5.680,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","sep1",2018,6.333,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","sep1",2019,6.824,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","sep2",2015,5.500,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","sep2",2016,5.727,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","sep2",2017,5.625,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","sep2",2018,6.000,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","sep2",2019,6.464,2
104,"Astronomija i astrofizika",1590,"Diskretne strukture 2","sep3",2019,6.600,2
101,"Matematika",1594,"Uvod u matematicku logiku","jan1",2015,6.257,2
101,"Matematika",1594,"Uvod u matematicku logiku","jan1",2016,5.462,2
101,"Matematika",1594,"Uvod u matematicku logiku","jan1",2017,6.574,2
101,"Matematika",1594,"Uvod u matematicku logiku","jan1",2018,6.415,2
101,"Matematika",1594,"Uvod u matematicku logiku","jan1",2019,5.724,2
101,"Matematika",1594,"Uvod u matematicku logiku","jan2",2015,6.390,2
101,"Matematika",1594,"Uvod u matematicku logiku","jan2",2016,6.477,2
101,"Matematika",1594,"Uvod u matematicku logiku","jan2",2017,6.471,2
101,"Matematika",1594,"Uvod u matematicku logiku","jan2",2018,5.833,2
101,"Matematika",1594,"Uvod u matematicku logiku","jan2",2019,6.236,2
101,"Matematika",1594,"Uvod u matematicku logiku","jun1",2015,5.865,2
101,"Matematika",1594,"Uvod u matematicku logiku","jun1",2016,5.563,2
101,"Matematika",1594,"Uvod u matematicku logiku","jun1",2017,6.000,2
101,"Matematika",1594,"Uvod u matematicku logiku","jun1",2018,5.629,2
101,"Matematika",1594,"Uvod u matematicku logiku","jun1",2019,5.672,2
101,"Matematika",1594,"Uvod u matematicku logiku","sep1",2015,6.258,2
101,"Matematika",1594,"Uvod u matematicku logiku","sep1",2016,5.600,2
101,"Matematika",1594,"Uvod u matematicku logiku","sep1",2017,6.244,2
101,"Matematika",1594,"Uvod u matematicku logiku","sep1",2018,5.778,2
101,"Matematika",1594,"Uvod u matematicku logiku","sep1",2019,5.639,2
101,"Matematika",1594,"Uvod u matematicku logiku","sep2",2019,5.269,2
101,"Matematika",1594,"Uvod u matematicku logiku","sep3",2019,5.471,2
101,"Matematika",1595,"Programiranje 1","jan1",2015,7.141,2
101,"Matematika",1595,"Programiranje 1","jan1",2016,7.181,2
101,"Matematika",1595,"Programiranje 1","jan1",2017,7.130,2
101,"Matematika",1595,"Programiranje 1","jan1",2018,6.150,2
101,"Matematika",1595,"Programiranje 1","jan1",2019,6.454,2
101,"Matematika",1595,"Programiranje 1","jan2",2015,5.809,2
101,"Matematika",1595,"Programiranje 1","jan2",2016,6.298,2
101,"Matematika",1595,"Programiranje 1","jan2",2017,6.182,2
101,"Matematika",1595,"Programiranje 1","jan2",2018,6.130,2
101,"Matematika",1595,"Programiranje 1","jan2",2019,6.111,2
101,"Matematika",1595,"Programiranje 1","jun1",2015,5.936,2
101,"Matematika",1595,"Programiranje 1","jun1",2016,6.058,2
101,"Matematika",1595,"Programiranje 1","jun1",2017,5.551,2
101,"Matematika",1595,"Programiranje 1","jun1",2018,5.640,2
101,"Matematika",1595,"Programiranje 1","jun1",2019,5.939,2
101,"Matematika",1595,"Programiranje 1","sep1",2015,5.519,2
101,"Matematika",1595,"Programiranje 1","sep1",2016,5.519,2
101,"Matematika",1595,"Programiranje 1","sep1",2017,5.774,2
101,"Matematika",1595,"Programiranje 1","sep1",2018,5.473,2
101,"Matematika",1595,"Programiranje 1","sep1",2019,5.100,2
101,"Matematika",1595,"Programiranje 1","sep2",2019,5.300,2
101,"Matematika",1595,"Programiranje 1","sep3",2019,5.200,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","jan1",2015,7.141,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","jan1",2016,7.181,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","jan1",2017,7.130,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","jan1",2018,6.150,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","jan1",2019,6.454,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","jan2",2015,5.809,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","jan2",2016,6.298,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","jan2",2017,6.182,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","jan2",2018,6.130,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","jan2",2019,6.111,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","jun1",2015,5.936,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","jun1",2016,6.058,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","jun1",2017,5.551,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","jun1",2018,5.640,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","jun1",2019,5.939,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","sep1",2015,5.519,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","sep1",2016,5.519,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","sep1",2017,5.774,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","sep1",2018,5.473,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","sep1",2019,5.100,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","sep2",2019,5.300,2
104,"Astronomija i astrofizika",1595,"Programiranje 1","sep3",2019,5.200,2
101,"Matematika",1600,"Programiranje 2","janps",2018,5.000,3
101,"Matematika",1600,"Programiranje 2","janps",2019,6.188,3
101,"Matematika",1600,"Programiranje 2","jun1",2015,7.714,3
101,"Matematika",1600,"Programiranje 2","jun1",2016,7.229,3
101,"Matematika",1600,"Programiranje 2","jun1",2017,7.302,3
101,"Matematika",1600,"Programiranje 2","jun1",2018,6.309,3
101,"Matematika",1600,"Programiranje 2","jun1",2019,7.016,3
101,"Matematika",1600,"Programiranje 2","jun2",2015,6.679,3
101,"Matematika",1600,"Programiranje 2","jun2",2016,6.845,3
101,"Matematika",1600,"Programiranje 2","jun2",2017,6.673,3
101,"Matematika",1600,"Programiranje 2","jun2",2018,6.244,3
101,"Matematika",1600,"Programiranje 2","jun2",2019,6.540,3
101,"Matematika",1600,"Programiranje 2","sep1",2015,6.387,3
101,"Matematika",1600,"Programiranje 2","sep1",2016,6.256,3
101,"Matematika",1600,"Programiranje 2","sep1",2017,5.760,3
101,"Matematika",1600,"Programiranje 2","sep1",2018,6.286,3
101,"Matematika",1600,"Programiranje 2","sep1",2019,6.897,3
101,"Matematika",1600,"Programiranje 2","sep2",2015,5.773,3
101,"Matematika",1600,"Programiranje 2","sep2",2016,6.600,3
101,"Matematika",1600,"Programiranje 2","sep2",2017,5.595,3
101,"Matematika",1600,"Programiranje 2","sep2",2018,5.843,3
101,"Matematika",1600,"Programiranje 2","sep2",2019,6.400,3
101,"Matematika",1600,"Programiranje 2","sep3",2019,6.649,3
302,"Informatika",1650,"Izrada doktorske disertacije 1","jan2",2018,8.000,1
302,"Informatika",1650,"Izrada doktorske disertacije 1","janps",2018,8.000,1
302,"Informatika",1650,"Izrada doktorske disertacije 1","jun2",2018,7.000,1
302,"Informatika",1650,"Izrada doktorske disertacije 1","sep2",2016,7.500,1
302,"Informatika",1650,"Izrada doktorske disertacije 1","sep2",2017,8.000,1
302,"Informatika",1650,"Izrada doktorske disertacije 1","sep2",2018,8.000,1
302,"Informatika",1650,"Izrada doktorske disertacije 1","sep4",2019,8.000,1
301,"Matematika",1673,"Izrada doktorske disertacije 1","jan2",2015,8.000,1
301,"Matematika",1673,"Izrada doktorske disertacije 1","jun2",2016,8.800,1
301,"Matematika",1673,"Izrada doktorske disertacije 1","jun2",2017,9.000,1
301,"Matematika",1673,"Izrada doktorske disertacije 1","jun2",2018,10.000,1
301,"Matematika",1673,"Izrada doktorske disertacije 1","jun2",2019,10.000,1
301,"Matematika",1673,"Izrada doktorske disertacije 1","kom",2015,9.500,1
301,"Matematika",1673,"Izrada doktorske disertacije 1","sep1",2016,8.000,1
301,"Matematika",1673,"Izrada doktorske disertacije 1","sep2",2015,10.000,1
301,"Matematika",1673,"Izrada doktorske disertacije 1","sep2",2016,9.000,1
301,"Matematika",1673,"Izrada doktorske disertacije 1","sep2",2017,8.200,1
301,"Matematika",1673,"Izrada doktorske disertacije 1","sep2",2018,8.500,1
301,"Matematika",1673,"Izrada doktorske disertacije 1","sep4",2019,8.000,1
301,"Matematika",1674,"Izrada doktorske disertacije 2","jun2",2015,10.000,1
301,"Matematika",1674,"Izrada doktorske disertacije 2","jun2",2017,7.000,1
301,"Matematika",1674,"Izrada doktorske disertacije 2","kom",2015,9.000,1
301,"Matematika",1674,"Izrada doktorske disertacije 2","sep1",2016,10.000,1
301,"Matematika",1674,"Izrada doktorske disertacije 2","sep2",2016,8.833,1
301,"Matematika",1674,"Izrada doktorske disertacije 2","sep2",2017,8.286,1
301,"Matematika",1674,"Izrada doktorske disertacije 2","sep2",2018,7.833,1
301,"Matematika",1674,"Izrada doktorske disertacije 2","sep4",2019,9.000,1
301,"Matematika",1675,"Izrada doktorske disertacije 3","jan1",2019,7.000,1
301,"Matematika",1675,"Izrada doktorske disertacije 3","jan2",2019,10.000,1
301,"Matematika",1675,"Izrada doktorske disertacije 3","jun1",2016,9.000,1
301,"Matematika",1675,"Izrada doktorske disertacije 3","jun2",2016,8.000,1
301,"Matematika",1675,"Izrada doktorske disertacije 3","jun2",2019,7.500,1
301,"Matematika",1675,"Izrada doktorske disertacije 3","sep2",2016,8.000,1
301,"Matematika",1675,"Izrada doktorske disertacije 3","sep2",2017,7.667,1
301,"Matematika",1675,"Izrada doktorske disertacije 3","sep2",2018,8.500,1
301,"Matematika",1675,"Izrada doktorske disertacije 3","sep4",2019,8.000,1
301,"Matematika",1676,"Izrada doktorske disertacije 4","jan1",2019,10.000,1
301,"Matematika",1676,"Izrada doktorske disertacije 4","jan2",2019,10.000,1
301,"Matematika",1676,"Izrada doktorske disertacije 4","jun1",2016,9.000,1
301,"Matematika",1676,"Izrada doktorske disertacije 4","jun2",2019,9.000,1
301,"Matematika",1676,"Izrada doktorske disertacije 4","sep2",2016,9.000,1
301,"Matematika",1676,"Izrada doktorske disertacije 4","sep2",2017,9.000,1
301,"Matematika",1676,"Izrada doktorske disertacije 4","sep2",2018,8.429,1
301,"Matematika",1676,"Izrada doktorske disertacije 4","sep4",2019,8.500,1
301,"Matematika",1680,"Algebra 4","jan1",2018,10.000,1
301,"Matematika",1680,"Algebra 4","jan1",2019,10.000,1
301,"Matematika",1680,"Algebra 4","sep1",2015,10.000,1
301,"Matematika",1680,"Algebra 4","sep1",2017,10.000,1
301,"Matematika",1684,"Algebarska geometrija","jan1",2016,10.000,1
301,"Matematika",1684,"Algebarska geometrija","jan2",2017,10.000,1
301,"Matematika",1684,"Algebarska geometrija","jun1",2018,10.000,1
301,"Matematika",1685,"Homoloske metode u algebri","sep1",2017,10.000,1
301,"Matematika",1685,"Homoloske metode u algebri","sep1",2018,10.000,1
301,"Matematika",1689,"Diskretna matematika","sep1",2018,10.000,1
301,"Matematika",1690,"Uvod u teoriju reprezentacija","sep1",2016,10.000,1
301,"Matematika",1691,"Teorija brojeva","jun1",2019,10.000,1
301,"Matematika",1693,"Analiza 4","jan2",2017,10.000,1
301,"Matematika",1693,"Analiza 4","sep1",2017,8.000,1
301,"Matematika",1698,"Hardijevi i Bergmanovi prostori","jan2",2018,10.000,1
301,"Matematika",1700,"Integralni operatori","sep1",2018,10.000,1
301,"Matematika",1702,"Matricna analiza","sep1",2016,10.000,1
301,"Matematika",1702,"Matricna analiza","sep1",2017,9.000,1
301,"Matematika",1703,"Algebre operatora","jun1",2018,10.000,1
301,"Matematika",1703,"Algebre operatora","sep1",2016,10.000,1
301,"Matematika",1705,"Spektralna teorija","jan2",2019,10.000,1
301,"Matematika",1705,"Spektralna teorija","jun1",2016,10.000,1
301,"Matematika",1705,"Spektralna teorija","jun1",2017,10.000,1
301,"Matematika",1705,"Spektralna teorija","sep1",2015,10.000,1
301,"Matematika",1705,"Spektralna teorija","sep1",2018,5.000,1
301,"Matematika",1707,"Kvazikonformna i harmonijska preslikavanja","sep3",2019,10.000,1
301,"Matematika",1708,"Diferencijalni operatori","sep1",2017,10.000,1
301,"Matematika",1710,"Kompaktni i nesamokonjugovani operatori","jun1",2017,10.000,1
301,"Matematika",1710,"Kompaktni i nesamokonjugovani operatori","sep1",2015,10.000,1
301,"Matematika",1712,"Linearni topoloski prostori","jan2",2017,10.000,1
301,"Matematika",1714,"Funkcionalna analiza","jan1",2018,10.000,1
301,"Matematika",1714,"Funkcionalna analiza","jan2",2018,10.000,1
301,"Matematika",1714,"Funkcionalna analiza","jun1",2017,10.000,1
301,"Matematika",1714,"Funkcionalna analiza","jun1",2019,7.000,1
301,"Matematika",1714,"Funkcionalna analiza","sep1",2015,10.000,1
301,"Matematika",1714,"Funkcionalna analiza","sep1",2018,10.000,1
301,"Matematika",1718,"Kompleksni dinamicki sistemi","sep1",2018,10.000,1
301,"Matematika",1723,"Rimanova geometrija A","jan1",2019,10.000,1
301,"Matematika",1724,"Rimanova geometrija B","jun1",2019,10.000,1
301,"Matematika",1725,"Grupe u geometriji A","sep1",2018,10.000,1
301,"Matematika",1726,"Grupe u geometriji B","jun1",2018,10.000,1
301,"Matematika",1727,"Neeuklidske geometrije","jan1",2016,10.000,1
301,"Matematika",1729,"Geometrija diskretnih grupa","sep1",2017,10.000,1
301,"Matematika",1736,"Geometrija u informatici","sep3",2019,9.000,1
301,"Matematika",1746,"Teorija modela","jun1",2018,10.000,1
301,"Matematika",1746,"Teorija modela","sep1",2016,10.000,1
301,"Matematika",1748,"Teorija dokaza","jun1",2017,10.000,1
301,"Matematika",1748,"Teorija dokaza","jun1",2019,10.000,1
301,"Matematika",1749,"Teorija skupova","sep2",2019,10.000,1
301,"Matematika",1750,"Matematicka logika u racunarstvu","sep1",2016,9.000,1
301,"Matematika",1751,"Neklasicne logike","sep1",2016,10.000,1
301,"Matematika",1753,"Teorija automata i formalne gramatike","sep1",2017,10.000,1
301,"Matematika",1755,"Aplikativne logicke teorije","sep1",2017,10.000,1
301,"Matematika",1759,"Numericka analiza 3","sep1",2018,10.000,1
301,"Matematika",1762,"Teorija aproksimacije sa primenama","jun1",2019,10.000,1
301,"Matematika",1768,"Metaheuristicke metode","sep1",2016,9.500,1
301,"Matematika",1768,"Metaheuristicke metode","sep1",2018,9.000,1
301,"Matematika",1770,"Algoritmi na grafovima i njihove primene","sep1",2018,9.000,1
301,"Matematika",1770,"Algoritmi na grafovima i njihove primene","sep1",2019,10.000,1
301,"Matematika",1773,"Algebarska topologija","jun1",2016,10.000,1
301,"Matematika",1773,"Algebarska topologija","sep3",2019,10.000,1
301,"Matematika",1774,"Diferencijalna topologija","jun1",2018,10.000,1
301,"Matematika",1774,"Diferencijalna topologija","sep3",2019,10.000,1
