INDEKS,SKGODINA,OZNAKAROKA,BROJ_POLOZENIH_PREDMETA_U_DATOM_ROKU,PROSEK_STUDENTA_U_DATOM_ROKU_ZA_POLOZENE_ISPITE,PROSEK_STUDENTA
20150001,2015,jan1,3,8.33333333333333,7.77777777777778
20150001,2015,jun1,1,8,7.77777777777778
20150001,2015,jun2,1,10,7.77777777777778
20150001,2016,jan1,1,8,7.77777777777778
20150001,2016,jan2,2,7.5,7.77777777777778
20150001,2016,jun1,1,6,7.77777777777778
20150001,2016,jun2,2,7,7.77777777777778
20150001,2016,sep1,1,8,7.77777777777778
20150001,2016,sep2,1,7,7.77777777777778
20150001,2017,jan1,1,6,7.77777777777778
20150001,2017,jun1,2,7.5,7.77777777777778
20150001,2017,jun2,1,7,7.77777777777778
20150001,2017,sep1,1,6,7.77777777777778
20150001,2017,sep2,1,6,7.77777777777778
20150001,2018,jan1,1,8,7.77777777777778
20150001,2018,jan2,2,9,7.77777777777778
20150001,2018,jun1,3,8.33333333333333,7.77777777777778
20150001,2018,sep1,1,8,7.77777777777778
20150001,2018,sep2,2,6,7.77777777777778
20150001,2019,jan1,1,9,7.77777777777778
20150001,2019,jan2,2,8,7.77777777777778
20150001,2019,jun1,1,6,7.77777777777778
20150001,2019,jun2,1,9,7.77777777777778
20150001,2019,sep1,2,9,7.77777777777778
20150001,2019,sep3,1,10,7.77777777777778
20150002,2015,jan1,1,10,7.33333333333333
20150002,2015,jun1,1,6,7.33333333333333
20150002,2016,sep1,1,6,7.33333333333333
20150003,2015,jan1,2,8.5,7.18918918918919
20150003,2015,jan2,1,6,7.18918918918919
20150003,2015,sep1,1,6,7.18918918918919
20150003,2015,sep2,1,6,7.18918918918919
20150003,2016,jan2,2,7,7.18918918918919
20150003,2016,jun1,3,7.33333333333333,7.18918918918919
20150003,2016,sep1,1,8,7.18918918918919
20150003,2016,sep2,2,7,7.18918918918919
20150003,2017,jan1,1,10,7.18918918918919
20150003,2017,jan2,1,8,7.18918918918919
20150003,2017,jun1,1,7,7.18918918918919
20150003,2017,jun2,2,7,7.18918918918919
20150003,2018,jan2,1,7,7.18918918918919
20150003,2018,jun2,2,7,7.18918918918919
20150003,2018,sep1,2,6,7.18918918918919
20150003,2018,sep2,1,6,7.18918918918919
20150003,2019,jan1,2,6.5,7.18918918918919
20150003,2019,jan2,4,7,7.18918918918919
20150003,2019,jun1,3,9,7.18918918918919
20150003,2019,sep1,1,6,7.18918918918919
20150003,2019,sep2,2,7.5,7.18918918918919
20150003,2019,sep3,1,6,7.18918918918919
20150004,2015,jan1,3,7.33333333333333,7.3
20150004,2015,jan2,2,7.5,7.3
20150004,2015,jun1,3,7.33333333333333,7.3
20150004,2015,jun2,2,7,7.3
20150005,2015,jan1,1,7,6.22222222222222
20150005,2015,sep1,2,6.5,6.22222222222222
20150005,2015,sep2,1,6,6.22222222222222
20150005,2017,jun2,1,6,6.22222222222222
20150005,2018,sep1,2,6,6.22222222222222
20150005,2018,sep2,1,6,6.22222222222222
20150005,2019,sep3,1,6,6.22222222222222
20150006,2015,jan1,3,10,9.675
20150006,2015,jun1,3,9.66666666666667,9.675
20150006,2015,jun2,1,10,9.675
20150006,2016,jan1,3,10,9.675
20150006,2016,jan2,1,10,9.675
20150006,2016,jun1,4,10,9.675
20150006,2016,sep1,1,10,9.675
20150006,2017,jan1,4,9.75,9.675
20150006,2017,jan2,1,10,9.675
20150006,2017,jun1,1,10,9.675
20150006,2017,jun2,3,10,9.675
20150006,2017,sep1,2,8.5,9.675
20150006,2017,sep2,1,9,9.675
20150006,2018,jan1,3,9.66666666666667,9.675
20150006,2018,jan2,3,9.33333333333333,9.675
20150006,2018,jun1,3,9.66666666666667,9.675
20150006,2018,jun2,3,9,9.675
20150007,2015,jan1,3,8.66666666666667,8.0952380952381
20150007,2015,jan2,2,8,8.0952380952381
20150007,2015,jun1,3,8.33333333333333,8.0952380952381
20150007,2015,jun2,1,7,8.0952380952381
20150007,2015,sep1,1,10,8.0952380952381
20150007,2016,jan1,2,8.5,8.0952380952381
20150007,2016,jan2,1,8,8.0952380952381
20150007,2016,jun1,3,9.66666666666667,8.0952380952381
20150007,2016,jun2,2,10,8.0952380952381
20150007,2016,sep1,2,8,8.0952380952381
20150007,2017,jan1,1,9,8.0952380952381
20150007,2017,jan2,2,8,8.0952380952381
20150007,2017,jun1,3,7.66666666666667,8.0952380952381
20150007,2017,jun2,1,9,8.0952380952381
20150007,2017,sep1,1,6,8.0952380952381
20150007,2017,sep2,2,6,8.0952380952381
20150007,2018,jan2,3,7,8.0952380952381
20150007,2018,jun1,3,8,8.0952380952381
20150007,2018,jun2,4,7.5,8.0952380952381
20150007,2018,sep1,2,8,8.0952380952381
20150008,2015,jan1,2,10,8.85714285714286
20150008,2015,jan2,1,10,8.85714285714286
20150008,2015,jun1,2,9.5,8.85714285714286
20150008,2015,sep1,1,9,8.85714285714286
20150008,2015,sep2,1,10,8.85714285714286
20150008,2016,jan1,1,10,8.85714285714286
20150008,2016,jan2,2,9,8.85714285714286
20150008,2016,jun2,2,8.5,8.85714285714286
20150008,2016,sep2,3,9.33333333333333,8.85714285714286
20150008,2017,jun1,2,9,8.85714285714286
20150008,2017,jun2,1,8,8.85714285714286
20150008,2017,sep1,5,7.8,8.85714285714286
20150008,2018,jan1,1,10,8.85714285714286
20150008,2018,jan2,2,9,8.85714285714286
20150008,2018,jun1,1,10,8.85714285714286
20150008,2018,jun2,2,7.5,8.85714285714286
20150008,2018,sep1,3,7.33333333333333,8.85714285714286
20150008,2019,jun1,1,10,8.85714285714286
20150008,2019,sep3,2,9.5,8.85714285714286
20150009,2015,jan1,1,9,6.83333333333333
20150009,2015,jun1,1,8,6.83333333333333
20150009,2015,jun2,1,6,6.83333333333333
20150009,2016,jun1,2,6,6.83333333333333
20150009,2016,sep2,1,6,6.83333333333333
20150010,2015,jan1,1,9,7.5
20150010,2017,jan2,1,6,7.5
20150011,2015,jan1,5,9,8.04761904761905
20150011,2015,jun1,5,7.4,8.04761904761905
20150011,2016,jan1,1,9,8.04761904761905
20150011,2016,jan2,2,6.5,8.04761904761905
20150011,2016,jun1,4,9,8.04761904761905
20150011,2016,jun2,2,7,8.04761904761905
20150011,2017,jan1,2,7,8.04761904761905
20150011,2017,jun1,5,8.2,8.04761904761905
20150011,2017,jun2,1,6,8.04761904761905
20150011,2017,sep1,1,8,8.04761904761905
20150011,2017,sep2,1,7,8.04761904761905
20150011,2018,jan1,2,6,8.04761904761905
20150011,2018,jan2,2,9,8.04761904761905
20150011,2018,jun1,6,8.83333333333333,8.04761904761905
20150011,2018,jun2,3,8.33333333333333,8.04761904761905
20150012,2015,jan1,2,8.5,7.05714285714286
20150012,2015,jun2,2,7.5,7.05714285714286
20150012,2015,sep1,1,6,7.05714285714286
20150012,2016,jan1,2,6.5,7.05714285714286
20150012,2016,jan2,1,8,7.05714285714286
20150012,2016,jun1,3,8.66666666666667,7.05714285714286
20150012,2016,jun2,1,7,7.05714285714286
20150012,2016,sep1,2,6,7.05714285714286
20150012,2016,sep2,1,6,7.05714285714286
20150012,2017,jun1,1,7,7.05714285714286
20150012,2017,sep1,2,6,7.05714285714286
20150012,2017,sep2,2,7.5,7.05714285714286
20150012,2018,jan1,2,8,7.05714285714286
20150012,2018,jan2,2,6.5,7.05714285714286
20150012,2018,jun2,1,7,7.05714285714286
20150012,2018,sep1,4,6.5,7.05714285714286
20150012,2018,sep2,1,6,7.05714285714286
20150012,2019,jun1,2,7,7.05714285714286
20150012,2019,sep1,2,7.5,7.05714285714286
20150012,2019,sep3,1,6,7.05714285714286
20150013,2015,jan1,2,6.5,7.84615384615385
20150013,2015,jan2,3,8,7.84615384615385
20150013,2015,jun1,2,6.5,7.84615384615385
20150013,2015,jun2,1,9,7.84615384615385
20150013,2015,sep1,1,9,7.84615384615385
20150013,2016,jan1,1,7,7.84615384615385
20150013,2016,jan2,2,6.5,7.84615384615385
20150013,2016,jun1,4,9,7.84615384615385
20150013,2016,jun2,1,9,7.84615384615385
20150013,2016,sep1,1,6,7.84615384615385
20150013,2017,jan2,1,7,7.84615384615385
20150013,2017,jun1,2,7,7.84615384615385
20150013,2017,jun2,1,9,7.84615384615385
20150013,2017,sep2,1,7,7.84615384615385
20150013,2018,jan1,1,6,7.84615384615385
20150013,2018,jan2,2,8,7.84615384615385
20150013,2018,jun1,1,6,7.84615384615385
20150013,2018,sep2,1,6,7.84615384615385
20150013,2019,jan1,2,9,7.84615384615385
20150013,2019,jan2,3,8,7.84615384615385
20150013,2019,jun1,2,8.5,7.84615384615385
20150013,2019,jun2,2,9,7.84615384615385
20150013,2019,sep1,1,9,7.84615384615385
20150013,2019,sep3,1,10,7.84615384615385
20150015,2015,jan1,1,10,7.73170731707317
20150015,2015,jan2,2,7.5,7.73170731707317
20150015,2015,jun1,2,7,7.73170731707317
20150015,2015,jun2,1,6,7.73170731707317
20150015,2015,sep1,1,7,7.73170731707317
20150015,2016,jan1,1,8,7.73170731707317
20150015,2016,jan2,3,7,7.73170731707317
20150015,2016,jun1,2,8.5,7.73170731707317
20150015,2016,sep1,1,6,7.73170731707317
20150015,2017,jan1,3,8.33333333333333,7.73170731707317
20150015,2017,jan2,1,10,7.73170731707317
20150015,2017,jun1,8,7.625,7.73170731707317
20150015,2017,jun2,1,10,7.73170731707317
20150015,2018,jan1,4,8,7.73170731707317
20150015,2018,jun1,3,8.33333333333333,7.73170731707317
20150015,2018,jun2,3,6.66666666666667,7.73170731707317
20150015,2018,sep2,2,8.5,7.73170731707317
20150015,2019,jun2,1,6,7.73170731707317
20150015,2019,sep1,1,7,7.73170731707317
20150016,2015,sep1,3,6.66666666666667,7.71428571428571
20150016,2016,jun1,1,9,7.71428571428571
20150016,2016,jun2,1,9,7.71428571428571
20150016,2016,sep2,2,6,7.71428571428571
20150016,2018,jan1,1,10,7.71428571428571
20150016,2018,jun1,3,9.33333333333333,7.71428571428571
20150016,2019,jan2,1,7,7.71428571428571
20150016,2019,jun2,1,7,7.71428571428571
20150016,2019,sep1,1,6,7.71428571428571
20150017,2015,jan1,2,8.5,8.5
20150018,2015,jan1,3,9.33333333333333,9.06976744186047
20150018,2015,jan2,2,10,9.06976744186047
20150018,2015,jun1,2,9,9.06976744186047
20150018,2015,jun2,2,8,9.06976744186047
20150018,2015,sep1,1,10,9.06976744186047
20150018,2016,jan1,3,9,9.06976744186047
20150018,2016,jan2,1,9,9.06976744186047
20150018,2016,jun1,4,10,9.06976744186047
20150018,2016,sep1,1,9,9.06976744186047
20150018,2016,sep2,1,8,9.06976744186047
20150018,2017,jan1,1,8,9.06976744186047
20150018,2017,jan2,2,9.5,9.06976744186047
20150018,2017,jun1,2,8.5,9.06976744186047
20150018,2017,jun2,3,9,9.06976744186047
20150018,2017,sep1,1,10,9.06976744186047
20150018,2017,sep2,1,7,9.06976744186047
20150018,2018,jan1,4,8.25,9.06976744186047
20150018,2018,jan2,2,8.5,9.06976744186047
20150018,2018,jun1,4,9.5,9.06976744186047
20150018,2018,jun2,1,9,9.06976744186047
20150018,2018,sep1,1,10,9.06976744186047
20150018,2018,sep2,1,10,9.06976744186047
20150020,2015,jan1,2,8,7.375
20150020,2015,jan2,1,7,7.375
20150020,2015,jun1,1,9,7.375
20150020,2015,jun2,1,7,7.375
20150020,2015,sep1,1,8,7.375
20150020,2015,sep2,1,6,7.375
20150020,2016,jan1,1,6,7.375
20150021,2015,jan1,4,8.5,8.86046511627907
20150021,2015,jan2,1,10,8.86046511627907
20150021,2015,jun1,3,8,8.86046511627907
20150021,2015,sep1,2,9.5,8.86046511627907
20150021,2016,jan1,1,9,8.86046511627907
20150021,2016,jan2,2,9,8.86046511627907
20150021,2016,jun1,3,8.66666666666667,8.86046511627907
20150021,2016,jun2,2,10,8.86046511627907
20150021,2016,sep1,1,10,8.86046511627907
20150021,2016,sep2,1,10,8.86046511627907
20150021,2017,jan1,2,9,8.86046511627907
20150021,2017,jan2,1,9,8.86046511627907
20150021,2017,jun1,2,7,8.86046511627907
20150021,2017,jun2,2,7,8.86046511627907
20150021,2017,sep1,2,9,8.86046511627907
20150021,2018,jan1,4,9,8.86046511627907
20150021,2018,jan2,1,9,8.86046511627907
20150021,2018,jun1,3,8.66666666666667,8.86046511627907
20150021,2018,jun2,1,9,8.86046511627907
20150021,2018,sep1,3,10,8.86046511627907
20150021,2018,sep2,2,9,8.86046511627907
20150022,2015,jan1,1,9,6.57142857142857
20150022,2015,sep1,1,6,6.57142857142857
20150022,2016,jan2,2,6.5,6.57142857142857
20150022,2016,sep1,1,6,6.57142857142857
20150022,2016,sep2,1,6,6.57142857142857
20150022,2017,jan1,2,7.5,6.57142857142857
20150022,2017,jun1,1,6,6.57142857142857
20150022,2017,jun2,1,6,6.57142857142857
20150022,2018,jun2,2,6.5,6.57142857142857
20150022,2018,sep1,1,6,6.57142857142857
20150022,2019,sep1,1,6,6.57142857142857
20150024,2015,jan1,3,9.33333333333333,8.7
20150024,2015,jan2,1,10,8.7
20150024,2015,jun1,2,7,8.7
20150024,2015,jun2,1,9,8.7
20150024,2015,sep1,3,8.66666666666667,8.7
20150025,2015,jan1,1,10,7.57142857142857
20150025,2015,jan2,2,7.5,7.57142857142857
20150025,2015,jun1,2,7.5,7.57142857142857
20150025,2015,sep2,1,6,7.57142857142857
20150025,2016,jan1,1,8,7.57142857142857
20150025,2016,jan2,1,6,7.57142857142857
20150025,2016,jun1,2,6,7.57142857142857
20150025,2016,sep1,1,7,7.57142857142857
20150025,2016,sep2,2,7,7.57142857142857
20150025,2017,jan1,4,8.5,7.57142857142857
20150025,2017,jun1,1,8,7.57142857142857
20150025,2017,jun2,2,7.5,7.57142857142857
20150025,2017,sep1,2,7.5,7.57142857142857
20150025,2018,jan1,3,8.33333333333333,7.57142857142857
20150025,2018,jun1,3,8,7.57142857142857
20150025,2018,jun2,2,7,7.57142857142857
20150025,2018,sep1,1,7,7.57142857142857
20150025,2019,jan2,1,8,7.57142857142857
20150025,2019,jun1,1,6,7.57142857142857
20150025,2019,sep2,1,7,7.57142857142857
20150025,2019,sep3,1,9,7.57142857142857
20150026,2015,jan1,1,9,6.53333333333333
20150026,2015,jun1,2,6.5,6.53333333333333
20150026,2016,jan1,1,7,6.53333333333333
20150026,2016,jan2,2,6.5,6.53333333333333
20150026,2016,jun2,1,6,6.53333333333333
20150026,2016,sep2,2,6,6.53333333333333
20150026,2017,jan1,1,6,6.53333333333333
20150026,2017,sep1,1,6,6.53333333333333
20150026,2017,sep2,1,6,6.53333333333333
20150026,2018,jun2,1,6,6.53333333333333
20150026,2019,sep2,1,7,6.53333333333333
20150026,2019,sep3,1,7,6.53333333333333
20150027,2015,jan1,1,9,7.5
20150027,2015,jan2,2,6.5,7.5
20150027,2015,jun1,1,8,7.5
20150030,2015,jan1,4,8.75,8.66666666666667
20150030,2015,jan2,1,8,8.66666666666667
20150030,2015,jun1,3,8.66666666666667,8.66666666666667
20150030,2015,jun2,2,8.5,8.66666666666667
20150030,2016,jan1,2,9,8.66666666666667
20150030,2016,jan2,2,9,8.66666666666667
20150030,2016,jun1,4,10,8.66666666666667
20150030,2016,jun2,1,6,8.66666666666667
20150030,2017,jan1,3,8.33333333333333,8.66666666666667
20150030,2017,jan2,2,7,8.66666666666667
20150030,2017,jun1,3,9,8.66666666666667
20150030,2017,jun2,1,6,8.66666666666667
20150030,2017,sep1,1,7,8.66666666666667
20150030,2017,sep2,1,10,8.66666666666667
20150030,2018,jan1,2,9,8.66666666666667
20150030,2018,jun1,5,9,8.66666666666667
20150030,2018,jun2,5,8.8,8.66666666666667
20150031,2015,jan1,1,9,7.18518518518519
20150031,2015,jan2,1,7,7.18518518518519
20150031,2015,jun1,1,6,7.18518518518519
20150031,2015,jun2,1,7,7.18518518518519
20150031,2016,jan2,3,7,7.18518518518519
20150031,2016,jun1,2,8,7.18518518518519
20150031,2016,jun2,2,6,7.18518518518519
20150031,2017,jan1,2,8.5,7.18518518518519
20150031,2017,jun1,1,8,7.18518518518519
20150031,2017,jun2,1,7,7.18518518518519
20150031,2017,sep1,2,6.5,7.18518518518519
20150031,2018,jan1,1,6,7.18518518518519
20150031,2018,jun1,2,8.5,7.18518518518519
20150031,2018,sep1,1,7,7.18518518518519
20150031,2018,sep2,2,6,7.18518518518519
20150031,2019,jan2,2,7,7.18518518518519
20150031,2019,sep1,1,6,7.18518518518519
20150031,2019,sep2,1,9,7.18518518518519
20150032,2015,jan1,5,8.8,8.80952380952381
20150032,2015,jun1,4,8.75,8.80952380952381
20150032,2015,jun2,1,10,8.80952380952381
20150032,2016,jan1,2,9,8.80952380952381
20150032,2016,jan2,2,9,8.80952380952381
20150032,2016,jun1,3,9,8.80952380952381
20150032,2016,jun2,2,9.5,8.80952380952381
20150032,2016,sep1,1,9,8.80952380952381
20150032,2017,jan1,1,9,8.80952380952381
20150032,2017,jan2,3,8,8.80952380952381
20150032,2017,jun1,4,9,8.80952380952381
20150032,2017,jun2,2,7.5,8.80952380952381
20150032,2018,jan2,3,8.33333333333333,8.80952380952381
20150032,2018,jun1,4,9.25,8.80952380952381
20150032,2018,jun2,5,8.8,8.80952380952381
20150033,2015,jan1,4,7.25,6.76470588235294
20150033,2015,jun1,4,6.5,6.76470588235294
20150033,2015,sep1,1,6,6.76470588235294
20150033,2016,jan1,1,7,6.76470588235294
20150033,2016,jan2,1,6,6.76470588235294
20150033,2016,jun1,2,6.5,6.76470588235294
20150033,2016,jun2,2,6.5,6.76470588235294
20150033,2016,sep1,1,7,6.76470588235294
20150033,2016,sep2,1,8,6.76470588235294
20150034,2015,jan1,1,9,9
20150035,2015,jan1,1,10,7.76923076923077
20150035,2015,jan2,1,7,7.76923076923077
20150035,2015,jun2,1,8,7.76923076923077
20150035,2015,sep2,1,6,7.76923076923077
20150035,2016,jan2,2,7.5,7.76923076923077
20150035,2016,jun1,1,6,7.76923076923077
20150035,2016,sep1,1,8,7.76923076923077
20150035,2017,jan1,1,9,7.76923076923077
20150035,2017,jan2,1,7,7.76923076923077
20150035,2017,jun1,2,9,7.76923076923077
20150035,2018,jan2,1,7,7.76923076923077
20150036,2015,jan1,3,9,7.27272727272727
20150036,2015,jun1,2,6.5,7.27272727272727
20150036,2015,jun2,2,7,7.27272727272727
20150036,2015,sep1,2,6,7.27272727272727
20150036,2016,jan1,3,7.66666666666667,7.27272727272727
20150036,2016,jan2,1,6,7.27272727272727
20150036,2016,jun1,3,7.66666666666667,7.27272727272727
20150036,2016,jun2,2,7.5,7.27272727272727
20150036,2016,sep1,1,8,7.27272727272727
20150036,2017,sep1,1,7,7.27272727272727
20150036,2017,sep2,1,6,7.27272727272727
20150036,2019,sep3,1,6,7.27272727272727
20150037,2015,jan1,2,9.5,8.85714285714286
20150037,2015,jan2,1,10,8.85714285714286
20150037,2015,jun1,2,9,8.85714285714286
20150037,2015,jun2,1,7,8.85714285714286
20150037,2015,sep2,1,8,8.85714285714286
20150038,2015,jan1,3,8,7.32352941176471
20150038,2015,jun1,1,6,7.32352941176471
20150038,2015,sep2,1,7,7.32352941176471
20150038,2016,jan1,1,9,7.32352941176471
20150038,2016,jun1,1,7,7.32352941176471
20150038,2016,jun2,1,7,7.32352941176471
20150038,2016,sep1,1,8,7.32352941176471
20150038,2017,jan1,3,8,7.32352941176471
20150038,2017,jun1,2,6.5,7.32352941176471
20150038,2017,sep1,1,6,7.32352941176471
20150038,2018,jan1,2,6.5,7.32352941176471
20150038,2018,jun1,2,7,7.32352941176471
20150038,2018,sep1,2,7,7.32352941176471
20150038,2018,sep2,1,7,7.32352941176471
20150038,2019,jan1,2,7.5,7.32352941176471
20150038,2019,jan2,3,8,7.32352941176471
20150038,2019,jun1,3,8.33333333333333,7.32352941176471
20150038,2019,sep1,1,7,7.32352941176471
20150038,2019,sep2,1,7,7.32352941176471
20150038,2019,sep3,2,6,7.32352941176471
20150039,2015,jan1,1,9,7.60714285714286
20150039,2015,jun1,1,6,7.60714285714286
20150039,2015,jun2,1,7,7.60714285714286
20150039,2015,sep2,2,7.5,7.60714285714286
20150039,2016,jan1,2,7.5,7.60714285714286
20150039,2016,jun1,1,6,7.60714285714286
20150039,2017,jan1,2,8.5,7.60714285714286
20150039,2017,jan2,2,7,7.60714285714286
20150039,2017,jun1,1,10,7.60714285714286
20150039,2017,jun2,2,8,7.60714285714286
20150039,2018,jan1,2,7.5,7.60714285714286
20150039,2018,jan2,1,9,7.60714285714286
20150039,2018,jun1,2,7,7.60714285714286
20150039,2018,jun2,2,8,7.60714285714286
20150039,2019,jan2,1,7,7.60714285714286
20150039,2019,jun1,1,8,7.60714285714286
20150039,2019,sep1,2,6.5,7.60714285714286
20150039,2019,sep3,2,8,7.60714285714286
20150040,2015,jan1,2,8,7.33333333333333
20150040,2015,jun1,2,6,7.33333333333333
20150040,2015,jun2,1,9,7.33333333333333
20150040,2016,jan1,1,7,7.33333333333333
20150041,2015,jan1,1,10,10
20150042,2015,jan1,1,10,7.5
20150042,2015,jan2,1,6,7.5
20150042,2015,jun1,2,8.5,7.5
20150042,2016,jan1,1,6,7.5
20150042,2016,jan2,1,7,7.5
20150042,2016,jun1,2,7,7.5
20150043,2015,jan1,3,10,9.97368421052632
20150043,2015,jun1,4,10,9.97368421052632
20150043,2016,jan1,1,10,9.97368421052632
20150043,2016,jan2,3,10,9.97368421052632
20150043,2016,jun1,3,10,9.97368421052632
20150043,2016,jun2,2,10,9.97368421052632
20150043,2017,jan1,3,10,9.97368421052632
20150043,2017,jan2,2,10,9.97368421052632
20150043,2017,jun1,4,10,9.97368421052632
20150043,2017,jun2,2,10,9.97368421052632
20150043,2018,jan1,3,10,9.97368421052632
20150043,2018,jun1,3,10,9.97368421052632
20150043,2018,jun2,1,10,9.97368421052632
20150043,2018,sep1,2,10,9.97368421052632
20150043,2018,sep2,2,9.5,9.97368421052632
20150045,2015,jan1,2,7.5,7.4
20150045,2015,jan2,2,7.5,7.4
20150045,2015,jun1,2,8,7.4
20150045,2015,jun2,2,8,7.4
20150045,2015,sep1,2,6,7.4
20150046,2015,jan1,2,9.5,9
20150046,2015,jan2,1,10,9
20150046,2015,jun1,1,10,9
20150046,2015,jun2,2,7.5,9
20150046,2015,sep1,1,9,9
20150046,2016,jan1,2,9.5,9
20150046,2016,jan2,1,9,9
20150046,2016,jun1,2,8.5,9
20150046,2016,jun2,2,9.5,9
20150046,2016,sep1,2,9,9
20150046,2017,jan1,2,9.5,9
20150046,2017,jan2,1,9,9
20150046,2017,jun1,3,9.66666666666667,9
20150046,2017,sep1,2,7,9
20150046,2017,sep2,2,9,9
20150046,2018,jan1,1,10,9
20150046,2018,jun1,1,10,9
20150046,2018,jun2,2,9.5,9
20150046,2018,sep1,3,8.66666666666667,9
20150046,2019,jan1,2,9,9
20150046,2019,jan2,1,9,9
20150046,2019,janps,2,8,9
20150047,2015,jan1,2,8,7.20833333333333
20150047,2015,jan2,1,6,7.20833333333333
20150047,2015,jun2,2,6,7.20833333333333
20150047,2016,jan1,2,7,7.20833333333333
20150047,2016,jun1,3,7.33333333333333,7.20833333333333
20150047,2017,jan2,1,9,7.20833333333333
20150047,2017,jun1,1,7,7.20833333333333
20150047,2017,jun2,1,6,7.20833333333333
20150047,2017,sep1,2,8.5,7.20833333333333
20150047,2017,sep2,1,6,7.20833333333333
20150047,2018,jun1,1,7,7.20833333333333
20150047,2018,jun2,1,7,7.20833333333333
20150047,2018,sep1,1,6,7.20833333333333
20150047,2019,jan1,1,7,7.20833333333333
20150047,2019,jun1,3,8.33333333333333,7.20833333333333
20150047,2019,sep1,1,6,7.20833333333333
20150048,2015,jan1,2,8,8.10526315789474
20150048,2015,jan2,1,8,8.10526315789474
20150048,2015,jun1,1,8,8.10526315789474
20150048,2015,sep1,1,6,8.10526315789474
20150048,2015,sep2,1,6,8.10526315789474
20150048,2016,jan1,1,10,8.10526315789474
20150048,2016,jan2,1,8,8.10526315789474
20150048,2016,jun1,2,8,8.10526315789474
20150048,2016,jun2,2,8,8.10526315789474
20150048,2016,sep1,1,8,8.10526315789474
20150048,2016,sep2,2,8.5,8.10526315789474
20150048,2017,jan1,1,9,8.10526315789474
20150048,2017,jan2,2,7,8.10526315789474
20150048,2017,jun1,2,7,8.10526315789474
20150048,2017,sep1,1,7,8.10526315789474
20150048,2017,sep2,1,6,8.10526315789474
20150048,2018,jan2,2,9.5,8.10526315789474
20150048,2018,jun1,2,10,8.10526315789474
20150048,2018,jun2,1,6,8.10526315789474
20150048,2018,sep1,1,9,8.10526315789474
20150048,2018,sep2,2,7,8.10526315789474
20150048,2019,jan2,2,8.5,8.10526315789474
20150048,2019,jun1,1,6,8.10526315789474
20150048,2019,sep1,1,10,8.10526315789474
20150048,2019,sep3,4,9.5,8.10526315789474
20150049,2015,jan1,3,10,8.72972972972973
20150049,2015,jun1,1,10,8.72972972972973
20150049,2015,jun2,1,7,8.72972972972973
20150049,2015,sep1,1,10,8.72972972972973
20150049,2015,sep2,1,9,8.72972972972973
20150049,2016,jan1,3,9,8.72972972972973
20150049,2016,jun1,1,9,8.72972972972973
20150049,2016,jun2,1,9,8.72972972972973
20150049,2016,sep1,2,9.5,8.72972972972973
20150049,2016,sep2,2,8.5,8.72972972972973
20150049,2017,jan2,3,8.66666666666667,8.72972972972973
20150049,2017,jun1,4,8.5,8.72972972972973
20150049,2017,sep1,1,9,8.72972972972973
20150049,2017,sep2,2,6.5,8.72972972972973
20150049,2018,jan2,1,8,8.72972972972973
20150049,2018,jun1,3,8.66666666666667,8.72972972972973
20150049,2018,sep1,1,9,8.72972972972973
20150049,2019,jan1,2,8.5,8.72972972972973
20150049,2019,jun1,2,8,8.72972972972973
20150049,2019,sep1,1,9,8.72972972972973
20150049,2019,sep3,1,9,8.72972972972973
20150050,2015,jan1,3,8.33333333333333,7.58333333333333
20150050,2015,jun1,1,9,7.58333333333333
20150050,2015,jun2,1,6,7.58333333333333
20150050,2016,jan1,3,7.33333333333333,7.58333333333333
20150050,2016,jun1,1,9,7.58333333333333
20150050,2016,sep1,1,7,7.58333333333333
20150050,2016,sep2,2,6.5,7.58333333333333
20150051,2015,jan1,1,9,7
20150051,2015,jun1,1,6,7
20150051,2015,jun2,1,7,7
20150051,2015,sep1,1,6,7
20150051,2016,jan1,1,7,7
20150052,2015,jan1,2,8.5,7.07142857142857
20150052,2015,jan2,2,6,7.07142857142857
20150052,2015,jun1,1,8,7.07142857142857
20150052,2015,jun2,2,7.5,7.07142857142857
20150052,2015,sep1,1,6,7.07142857142857
20150052,2016,jan1,1,6,7.07142857142857
20150052,2016,jan2,1,6,7.07142857142857
20150052,2016,jun1,1,8,7.07142857142857
20150052,2016,sep1,1,7,7.07142857142857
20150052,2017,jan2,1,7,7.07142857142857
20150052,2017,sep1,1,7,7.07142857142857
20150054,2015,jan1,5,9.6,8.86842105263158
20150054,2015,jan2,1,6,8.86842105263158
20150054,2015,jun1,1,9,8.86842105263158
20150054,2015,jun2,2,8,8.86842105263158
20150054,2015,sep1,1,10,8.86842105263158
20150054,2016,jan1,2,9,8.86842105263158
20150054,2016,jan2,2,10,8.86842105263158
20150054,2016,jun1,3,8.66666666666667,8.86842105263158
20150054,2016,jun2,1,10,8.86842105263158
20150054,2016,sep1,1,9,8.86842105263158
20150054,2017,jan2,1,8,8.86842105263158
20150054,2017,jun1,3,8.66666666666667,8.86842105263158
20150054,2017,sep1,2,8,8.86842105263158
20150054,2017,sep2,2,9,8.86842105263158
20150054,2018,jan1,1,9,8.86842105263158
20150054,2018,jan2,1,9,8.86842105263158
20150054,2018,sep1,2,9.5,8.86842105263158
20150054,2019,jan1,1,8,8.86842105263158
20150054,2019,jan2,2,9.5,8.86842105263158
20150054,2019,jun1,3,9,8.86842105263158
20150054,2019,sep3,1,6,8.86842105263158
